"kpi_id","mandant","mandant_name","branche","wert"
26,62801,"Veronique Cramer GmbH","4 Maschinen- / Anlagenbau",1.5326
26,63403,"Yasina Reisinger GmbH & Co. KG","4 Maschinen- / Anlagenbau",1.2676
26,63405,"Milenova Wegmann AG","4 Maschinen- / Anlagenbau",1.2003
26,63591,"Nasara Oehme GmbH","4 Maschinen- / Anlagenbau",2.5079
26,63593,"Nanda Klasen AG","4 Maschinen- / Anlagenbau",3.3927
26,63595,"Lidija Reese AG","4 Maschinen- / Anlagenbau",0.5007
26,63596,"Noémi Stiefel GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.8472
26,63603,"Donatella Sippel GmbH","4 Maschinen- / Anlagenbau",3.6959
26,63606,"Ecem Kunert GmbH","4 Maschinen- / Anlagenbau",3.6229
26,63609,"Manisa Mühlberger GmbH","4 Maschinen- / Anlagenbau",3.4798
26,63993,"Leah Schäffer AG","4 Maschinen- / Anlagenbau",2.2913
26,36346,"Evin Baumgarten GmbH","4 Maschinen- / Anlagenbau",0.9035
26,37936,"Mona Stenger GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.9877
26,35696,"Lillyan Nies GmbH","4 Maschinen- / Anlagenbau",0.2355
26,37003,"Leya Diefenbach GmbH & Co. KG","4 Maschinen- / Anlagenbau",2.1883
26,37011,"Vitalija Kloth GmbH & Co. KG","4 Maschinen- / Anlagenbau",2.0215
26,36201,"Elide Jakobi GmbH","4 Maschinen- / Anlagenbau",1.0342
26,36206,"Joana Mühle AG","4 Maschinen- / Anlagenbau",0.489
26,38719,"Lou-Ann Jörg GmbH","4 Maschinen- / Anlagenbau",0.9798
26,43083,"Issraa Knapp AG","4 Maschinen- / Anlagenbau",1.4503
26,40315,"Adina Eitel GmbH & Co. KG","4 Maschinen- / Anlagenbau",1.5141
26,40758,"Selene Pauls AG","4 Maschinen- / Anlagenbau",1.9471
26,41869,"Joia Golz GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.6071
26,45792,"Alâ Forster GmbH","4 Maschinen- / Anlagenbau",1.2569
26,46276,"Melek Schülke GmbH","4 Maschinen- / Anlagenbau",-0.4018
26,46291,"Tauriel Lücke AG","4 Maschinen- / Anlagenbau",1.6605
26,46292,"Firdevs Meurer AG","4 Maschinen- / Anlagenbau",1.0782
26,47004,"Malak Stangl GmbH & Co. KG","4 Maschinen- / Anlagenbau",1.1387
26,40184,"Ute Pieper GmbH","4 Maschinen- / Anlagenbau",1.7823
26,41273,"Aimie Schatz GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.0807
26,42949,"Ailin Winkler GmbH","4 Maschinen- / Anlagenbau",0.3715
26,43000,"Josephine Starke GmbH","4 Maschinen- / Anlagenbau",3.156
26,43814,"Mercy Schuh GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.3273
26,39074,"Cassiopeia Kreuzer GmbH & Co. KG","4 Maschinen- / Anlagenbau",-0.4039
26,39075,"Caterina Rösner AG","4 Maschinen- / Anlagenbau",1.6063
26,41809,"Hiranur Singer GmbH & Co. KG","4 Maschinen- / Anlagenbau",1.099
26,41846,"Marlén Krauss GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.5839
26,41847,"Anastasiya Busch GmbH","4 Maschinen- / Anlagenbau",-0.3715
26,43378,"Miriam Stegmann AG","4 Maschinen- / Anlagenbau",-0.3477
26,45026,"Mahya Mathes GmbH","4 Maschinen- / Anlagenbau",0.2955
26,45351,"Ilef Ruhland AG","4 Maschinen- / Anlagenbau",1.3256
26,45524,"Omobolale Scheu AG","4 Maschinen- / Anlagenbau",0.4875
26,53868,"Rosleen Meinert GmbH","4 Maschinen- / Anlagenbau",1.5762
26,50721,"Alâ Reinke AG","4 Maschinen- / Anlagenbau",2.7246
26,51369,"Shirin Luft GmbH & Co. KG","4 Maschinen- / Anlagenbau",3.2609
26,51371,"Itohan Nadler GmbH","4 Maschinen- / Anlagenbau",2.373
26,51408,"Alba Sorg GmbH & Co. KG","4 Maschinen- / Anlagenbau",-0.3743
26,51446,"Lucy-Lou Brosch GmbH & Co. KG","4 Maschinen- / Anlagenbau",-0.3406
26,51451,"Arisa Mauer AG","4 Maschinen- / Anlagenbau",3.0269
26,51452,"Constance Demir GmbH & Co. KG","4 Maschinen- / Anlagenbau",2.03
26,52037,"Mira Schwabe GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.9807
26,52606,"Dorothea Krahn AG","4 Maschinen- / Anlagenbau",0.7824
26,52749,"Cosima Jacobsen AG","4 Maschinen- / Anlagenbau",0.9184
26,52844,"İrem Möckel GmbH","4 Maschinen- / Anlagenbau",0.2992
26,52917,"Susa Kissel GmbH","4 Maschinen- / Anlagenbau",-0.3219
26,53180,"Elma Luther AG","4 Maschinen- / Anlagenbau",0.588
26,55309,"Tekie Zobel AG","4 Maschinen- / Anlagenbau",0.3332
26,55311,"Lika Guth AG","4 Maschinen- / Anlagenbau",1.2477
26,55486,"Fiona Reinecke GmbH & Co. KG","4 Maschinen- / Anlagenbau",1.3035
26,55736,"Vittòria Vaupel GmbH & Co. KG","4 Maschinen- / Anlagenbau",-0.347
26,51224,"Safa Schuck AG","4 Maschinen- / Anlagenbau",1.7218
26,33834,"Mila Wenig GmbH","4 Maschinen- / Anlagenbau",3.3394
26,33835,"Azura Kropf GmbH & Co. KG","4 Maschinen- / Anlagenbau",2.1559
26,33836,"Tessina Topp GmbH & Co. KG","4 Maschinen- / Anlagenbau",1.3681
26,30230,"Giulia Spangenberg AG","4 Maschinen- / Anlagenbau",1.299
10,383,"Fenna Reichmann GmbH","4 Maschinen- / Anlagenbau",20.0729
10,9293,"Lou-Ann Schröder AG","4 Maschinen- / Anlagenbau",5.6196
10,2144,"Hüma Kölsch GmbH","4 Maschinen- / Anlagenbau",109.0004
10,2182,"Maylin Palm GmbH & Co. KG","4 Maschinen- / Anlagenbau",-5.7821
10,25610,"Gospava Tews GmbH","4 Maschinen- / Anlagenbau",3.1032
10,15578,"Alisha-Elisabeth Horvath GmbH","4 Maschinen- / Anlagenbau",-4.2354
10,15866,"Loa Hammann GmbH","4 Maschinen- / Anlagenbau",-5.5401
10,16372,"Maria-Luisa Kratzer AG","4 Maschinen- / Anlagenbau",25.2329
10,15700,"Makayla Neuber GmbH","4 Maschinen- / Anlagenbau",40.2711
10,19854,"Raphaela Wrede GmbH & Co. KG","4 Maschinen- / Anlagenbau",22.8258
10,19214,"Thea Hammes GmbH & Co. KG","4 Maschinen- / Anlagenbau",48.0335
10,63145,"Amalia Hölzer AG","4 Maschinen- / Anlagenbau",45.7843
10,66959,"Liev Kappler GmbH","4 Maschinen- / Anlagenbau",33.8109
10,66973,"Alin Heßler GmbH & Co. KG","4 Maschinen- / Anlagenbau",32.8129
10,66974,"Sawyer Licht AG","4 Maschinen- / Anlagenbau",35.255
10,28334,"Crocetta Eitel AG","4 Maschinen- / Anlagenbau",1003.6573
10,31444,"Leeya Koenen AG","4 Maschinen- / Anlagenbau",61.4362
10,32369,"Eliana Grohmann GmbH","4 Maschinen- / Anlagenbau",51.6771
10,32550,"Maron Knebel GmbH","4 Maschinen- / Anlagenbau",19.751
10,33452,"Asye Artmann GmbH & Co. KG","4 Maschinen- / Anlagenbau",12.5278
10,33715,"Mana Kirschner AG","4 Maschinen- / Anlagenbau",-0.2026
10,34920,"Berîya Lux GmbH","4 Maschinen- / Anlagenbau",-1.9332
10,25983,"Vasilivna Schuler GmbH","4 Maschinen- / Anlagenbau",21.3764
10,26444,"Ariella Markert AG","4 Maschinen- / Anlagenbau",7.9434
10,31018,"Maleen Hiller AG","4 Maschinen- / Anlagenbau",23.0358
10,31580,"Thiên Schwalm AG","4 Maschinen- / Anlagenbau",33.2259
10,31581,"Eleonore Hinz GmbH & Co. KG","4 Maschinen- / Anlagenbau",19.6641
10,32795,"Namika Seelig GmbH & Co. KG","4 Maschinen- / Anlagenbau",3.0361
10,33374,"Haylee Schöner GmbH & Co. KG","4 Maschinen- / Anlagenbau",6.0137
10,30763,"Amarachi Merk GmbH & Co. KG","4 Maschinen- / Anlagenbau",65.261
10,32143,"Seyma Tausch GmbH & Co. KG","4 Maschinen- / Anlagenbau",90.9087
10,32486,"Delhin Finger GmbH & Co. KG","4 Maschinen- / Anlagenbau",142.9366
10,34830,"Gina Nebel AG","4 Maschinen- / Anlagenbau",-18.8935
10,35807,"Lucrezia Baldauf GmbH","4 Maschinen- / Anlagenbau",16.9541
10,35948,"Mustafova Kugel AG","4 Maschinen- / Anlagenbau",36.5158
10,27808,"Amea Rahm GmbH & Co. KG","4 Maschinen- / Anlagenbau",15.3591
10,28566,"Malika Schlemmer AG","4 Maschinen- / Anlagenbau",79.0548
10,29680,"Madita Kuhnert GmbH","4 Maschinen- / Anlagenbau",23.998
10,29765,"Diệu Rößler GmbH & Co. KG","4 Maschinen- / Anlagenbau",42.752
10,26985,"Asli Falke AG","4 Maschinen- / Anlagenbau",97.2862
10,29267,"Lillian Kögler GmbH","4 Maschinen- / Anlagenbau",25.1478
10,30176,"Joana Höppner GmbH & Co. KG","4 Maschinen- / Anlagenbau",26.672
10,60951,"Jade Schipper AG","4 Maschinen- / Anlagenbau",85.8844
10,62801,"Veronique Cramer GmbH","4 Maschinen- / Anlagenbau",37.5606
10,63403,"Yasina Reisinger GmbH & Co. KG","4 Maschinen- / Anlagenbau",35.7978
10,63405,"Milenova Wegmann AG","4 Maschinen- / Anlagenbau",42.7857
10,63591,"Nasara Oehme GmbH","4 Maschinen- / Anlagenbau",10.7214
10,63593,"Nanda Klasen AG","4 Maschinen- / Anlagenbau",1.623
10,63595,"Lidija Reese AG","4 Maschinen- / Anlagenbau",24.3792
10,63596,"Noémi Stiefel GmbH & Co. KG","4 Maschinen- / Anlagenbau",11.7014
10,63603,"Donatella Sippel GmbH","4 Maschinen- / Anlagenbau",26.3407
10,63606,"Ecem Kunert GmbH","4 Maschinen- / Anlagenbau",10.9613
10,63609,"Manisa Mühlberger GmbH","4 Maschinen- / Anlagenbau",17.7003
10,63993,"Leah Schäffer AG","4 Maschinen- / Anlagenbau",57.2741
10,36346,"Evin Baumgarten GmbH","4 Maschinen- / Anlagenbau",13.6279
10,37936,"Mona Stenger GmbH & Co. KG","4 Maschinen- / Anlagenbau",7.4476
10,35696,"Lillyan Nies GmbH","4 Maschinen- / Anlagenbau",17.8517
10,37011,"Vitalija Kloth GmbH & Co. KG","4 Maschinen- / Anlagenbau",18.0572
10,36201,"Elide Jakobi GmbH","4 Maschinen- / Anlagenbau",41.8232
10,36206,"Joana Mühle AG","4 Maschinen- / Anlagenbau",26.7633
10,38719,"Lou-Ann Jörg GmbH","4 Maschinen- / Anlagenbau",28.4919
10,43083,"Issraa Knapp AG","4 Maschinen- / Anlagenbau",10.1652
10,40315,"Adina Eitel GmbH & Co. KG","4 Maschinen- / Anlagenbau",9.8236
10,40758,"Selene Pauls AG","4 Maschinen- / Anlagenbau",10.5401
10,41869,"Joia Golz GmbH & Co. KG","4 Maschinen- / Anlagenbau",55.2804
10,45792,"Alâ Forster GmbH","4 Maschinen- / Anlagenbau",95.7807
10,46276,"Melek Schülke GmbH","4 Maschinen- / Anlagenbau",-8.5712
10,46291,"Tauriel Lücke AG","4 Maschinen- / Anlagenbau",-8.9648
10,46292,"Firdevs Meurer AG","4 Maschinen- / Anlagenbau",20.3863
10,47004,"Malak Stangl GmbH & Co. KG","4 Maschinen- / Anlagenbau",11.457
10,40184,"Ute Pieper GmbH","4 Maschinen- / Anlagenbau",13.1283
10,41273,"Aimie Schatz GmbH & Co. KG","4 Maschinen- / Anlagenbau",43.0597
10,42949,"Ailin Winkler GmbH","4 Maschinen- / Anlagenbau",20.4805
10,43000,"Josephine Starke GmbH","4 Maschinen- / Anlagenbau",8.1181
10,43814,"Mercy Schuh GmbH & Co. KG","4 Maschinen- / Anlagenbau",16.0888
10,39075,"Caterina Rösner AG","4 Maschinen- / Anlagenbau",4.2188
10,41809,"Hiranur Singer GmbH & Co. KG","4 Maschinen- / Anlagenbau",64.8652
10,41846,"Marlén Krauss GmbH & Co. KG","4 Maschinen- / Anlagenbau",17.1347
10,45026,"Mahya Mathes GmbH","4 Maschinen- / Anlagenbau",37.9794
10,45351,"Ilef Ruhland AG","4 Maschinen- / Anlagenbau",66.3341
10,45524,"Omobolale Scheu AG","4 Maschinen- / Anlagenbau",7.0375
10,53868,"Rosleen Meinert GmbH","4 Maschinen- / Anlagenbau",35.2957
10,50721,"Alâ Reinke AG","4 Maschinen- / Anlagenbau",43.1017
10,51369,"Shirin Luft GmbH & Co. KG","4 Maschinen- / Anlagenbau",17.0715
10,51371,"Itohan Nadler GmbH","4 Maschinen- / Anlagenbau",24.8458
10,51451,"Arisa Mauer AG","4 Maschinen- / Anlagenbau",17.0042
10,51452,"Constance Demir GmbH & Co. KG","4 Maschinen- / Anlagenbau",15.7849
10,52037,"Mira Schwabe GmbH & Co. KG","4 Maschinen- / Anlagenbau",38.8145
10,52749,"Cosima Jacobsen AG","4 Maschinen- / Anlagenbau",41.6705
10,52844,"İrem Möckel GmbH","4 Maschinen- / Anlagenbau",4.3826
10,52917,"Susa Kissel GmbH","4 Maschinen- / Anlagenbau",-10.1487
10,53180,"Elma Luther AG","4 Maschinen- / Anlagenbau",84.6199
10,55309,"Tekie Zobel AG","4 Maschinen- / Anlagenbau",14.794
10,55311,"Lika Guth AG","4 Maschinen- / Anlagenbau",9.4235
10,55486,"Fiona Reinecke GmbH & Co. KG","4 Maschinen- / Anlagenbau",15.3143
10,55736,"Vittòria Vaupel GmbH & Co. KG","4 Maschinen- / Anlagenbau",-9.9285
10,51224,"Safa Schuck AG","4 Maschinen- / Anlagenbau",6.9791
10,33834,"Mila Wenig GmbH","4 Maschinen- / Anlagenbau",-1.1652
10,33836,"Tessina Topp GmbH & Co. KG","4 Maschinen- / Anlagenbau",11.6389
10,30230,"Giulia Spangenberg AG","4 Maschinen- / Anlagenbau",26.1191
7,383,"Fenna Reichmann GmbH","4 Maschinen- / Anlagenbau",0.5645
7,9293,"Lou-Ann Schröder AG","4 Maschinen- / Anlagenbau",-0.61
7,6113,"Malin Gerlach GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.8999
7,2182,"Maylin Palm GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.3005
7,25610,"Gospava Tews GmbH","4 Maschinen- / Anlagenbau",-0.2016
7,15578,"Alisha-Elisabeth Horvath GmbH","4 Maschinen- / Anlagenbau",1.5981
7,15580,"Carmela Blümel GmbH & Co. KG","4 Maschinen- / Anlagenbau",10.4191
7,15866,"Loa Hammann GmbH","4 Maschinen- / Anlagenbau",2.5899
7,16372,"Maria-Luisa Kratzer AG","4 Maschinen- / Anlagenbau",2.8735
7,15700,"Makayla Neuber GmbH","4 Maschinen- / Anlagenbau",-0.2169
7,19854,"Raphaela Wrede GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.4648
7,13509,"Ese Streich GmbH","4 Maschinen- / Anlagenbau",-0.0889
7,63145,"Amalia Hölzer AG","4 Maschinen- / Anlagenbau",0.7046
7,66973,"Alin Heßler GmbH & Co. KG","4 Maschinen- / Anlagenbau",1.3033
7,66974,"Sawyer Licht AG","4 Maschinen- / Anlagenbau",0.3569
7,31444,"Leeya Koenen AG","4 Maschinen- / Anlagenbau",0.4029
7,33452,"Asye Artmann GmbH & Co. KG","4 Maschinen- / Anlagenbau",-0.1585
7,33715,"Mana Kirschner AG","4 Maschinen- / Anlagenbau",-0.1371
7,25983,"Vasilivna Schuler GmbH","4 Maschinen- / Anlagenbau",0.0895
7,26444,"Ariella Markert AG","4 Maschinen- / Anlagenbau",0.1531
7,31018,"Maleen Hiller AG","4 Maschinen- / Anlagenbau",0.102
7,31580,"Thiên Schwalm AG","4 Maschinen- / Anlagenbau",-0.1418
7,31581,"Eleonore Hinz GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.776
7,32795,"Namika Seelig GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.7434
7,33374,"Haylee Schöner GmbH & Co. KG","4 Maschinen- / Anlagenbau",-0.1884
7,32143,"Seyma Tausch GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.4586
7,32486,"Delhin Finger GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.4252
7,32487,"Hafize Seelig GmbH","4 Maschinen- / Anlagenbau",0.3965
7,34830,"Gina Nebel AG","4 Maschinen- / Anlagenbau",1.7178
7,27808,"Amea Rahm GmbH & Co. KG","4 Maschinen- / Anlagenbau",10.5573
7,28566,"Malika Schlemmer AG","4 Maschinen- / Anlagenbau",2.062
7,29680,"Madita Kuhnert GmbH","4 Maschinen- / Anlagenbau",0.4574
7,29765,"Diệu Rößler GmbH & Co. KG","4 Maschinen- / Anlagenbau",-0.207
7,26985,"Asli Falke AG","4 Maschinen- / Anlagenbau",0.4074
7,29267,"Lillian Kögler GmbH","4 Maschinen- / Anlagenbau",9.0554
7,30176,"Joana Höppner GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.15
7,63993,"Leah Schäffer AG","4 Maschinen- / Anlagenbau",0.3141
7,66495,"Lahja Bott AG","4 Maschinen- / Anlagenbau",0.6301
7,66683,"Erna Rothe GmbH","4 Maschinen- / Anlagenbau",0.3254
7,67196,"Lovis Thiem AG","4 Maschinen- / Anlagenbau",-0.1589
7,36346,"Evin Baumgarten GmbH","4 Maschinen- / Anlagenbau",0.7597
7,37936,"Mona Stenger GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.3304
7,38719,"Lou-Ann Jörg GmbH","4 Maschinen- / Anlagenbau",0.3116
7,43083,"Issraa Knapp AG","4 Maschinen- / Anlagenbau",0.588
7,40315,"Adina Eitel GmbH & Co. KG","4 Maschinen- / Anlagenbau",-0.119
7,45792,"Alâ Forster GmbH","4 Maschinen- / Anlagenbau",0.7864
7,46276,"Melek Schülke GmbH","4 Maschinen- / Anlagenbau",-0.0444
7,46291,"Tauriel Lücke AG","4 Maschinen- / Anlagenbau",0.0163
7,46292,"Firdevs Meurer AG","4 Maschinen- / Anlagenbau",-0.1685
7,40184,"Ute Pieper GmbH","4 Maschinen- / Anlagenbau",0.2971
7,41273,"Aimie Schatz GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.7155
7,42949,"Ailin Winkler GmbH","4 Maschinen- / Anlagenbau",0.7484
7,39074,"Cassiopeia Kreuzer GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.3709
7,39075,"Caterina Rösner AG","4 Maschinen- / Anlagenbau",-0.2278
7,41846,"Marlén Krauss GmbH & Co. KG","4 Maschinen- / Anlagenbau",-0.2
7,41847,"Anastasiya Busch GmbH","4 Maschinen- / Anlagenbau",5.0429
7,43378,"Miriam Stegmann AG","4 Maschinen- / Anlagenbau",0.7966
7,67850,"Semina Ahrens GmbH","4 Maschinen- / Anlagenbau",0.7302
7,68012,"Rukiye Hahn AG","4 Maschinen- / Anlagenbau",0.6284
7,53868,"Rosleen Meinert GmbH","4 Maschinen- / Anlagenbau",3.866
7,50721,"Alâ Reinke AG","4 Maschinen- / Anlagenbau",-0.1069
7,51369,"Shirin Luft GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.0077
7,51371,"Itohan Nadler GmbH","4 Maschinen- / Anlagenbau",0.7556
7,51446,"Lucy-Lou Brosch GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.8222
7,52037,"Mira Schwabe GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.1603
7,52606,"Dorothea Krahn AG","4 Maschinen- / Anlagenbau",0.4285
7,52749,"Cosima Jacobsen AG","4 Maschinen- / Anlagenbau",0.5937
7,52917,"Susa Kissel GmbH","4 Maschinen- / Anlagenbau",-0.2011
7,53180,"Elma Luther AG","4 Maschinen- / Anlagenbau",0.6467
7,55309,"Tekie Zobel AG","4 Maschinen- / Anlagenbau",0.2729
7,55736,"Vittòria Vaupel GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.152
7,51224,"Safa Schuck AG","4 Maschinen- / Anlagenbau",-0.0134
7,33834,"Mila Wenig GmbH","4 Maschinen- / Anlagenbau",-0.0048
7,30230,"Giulia Spangenberg AG","4 Maschinen- / Anlagenbau",0.1545
13,383,"Fenna Reichmann GmbH","4 Maschinen- / Anlagenbau",0.4533
13,9293,"Lou-Ann Schröder AG","4 Maschinen- / Anlagenbau",-0.0314
13,6113,"Malin Gerlach GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.0387
13,2144,"Hüma Kölsch GmbH","4 Maschinen- / Anlagenbau",0.2703
13,2182,"Maylin Palm GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.0308
13,25610,"Gospava Tews GmbH","4 Maschinen- / Anlagenbau",0.389
13,15578,"Alisha-Elisabeth Horvath GmbH","4 Maschinen- / Anlagenbau",5.4502
13,15580,"Carmela Blümel GmbH & Co. KG","4 Maschinen- / Anlagenbau",-0.2209
13,15866,"Loa Hammann GmbH","4 Maschinen- / Anlagenbau",-0.3181
13,16372,"Maria-Luisa Kratzer AG","4 Maschinen- / Anlagenbau",-0.4308
13,15700,"Makayla Neuber GmbH","4 Maschinen- / Anlagenbau",0.2674
13,15701,"Basmala Kolodziej GmbH","4 Maschinen- / Anlagenbau",0.053
13,19854,"Raphaela Wrede GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.1955
13,13509,"Ese Streich GmbH","4 Maschinen- / Anlagenbau",0.3173
13,19214,"Thea Hammes GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.0216
13,63145,"Amalia Hölzer AG","4 Maschinen- / Anlagenbau",-0.3071
13,66959,"Liev Kappler GmbH","4 Maschinen- / Anlagenbau",0.2788
13,66973,"Alin Heßler GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.1518
13,66974,"Sawyer Licht AG","4 Maschinen- / Anlagenbau",0.0773
13,28334,"Crocetta Eitel AG","4 Maschinen- / Anlagenbau",0.013
13,31443,"Jennifer Diefenbach AG","4 Maschinen- / Anlagenbau",0.0328
13,31444,"Leeya Koenen AG","4 Maschinen- / Anlagenbau",0.1097
13,32369,"Eliana Grohmann GmbH","4 Maschinen- / Anlagenbau",0.5577
13,32550,"Maron Knebel GmbH","4 Maschinen- / Anlagenbau",-0.1755
13,33452,"Asye Artmann GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.4377
13,33715,"Mana Kirschner AG","4 Maschinen- / Anlagenbau",0.2006
13,34920,"Berîya Lux GmbH","4 Maschinen- / Anlagenbau",1.3952
13,25983,"Vasilivna Schuler GmbH","4 Maschinen- / Anlagenbau",0.0327
13,26444,"Ariella Markert AG","4 Maschinen- / Anlagenbau",0.1075
13,31018,"Maleen Hiller AG","4 Maschinen- / Anlagenbau",0.2675
13,31580,"Thiên Schwalm AG","4 Maschinen- / Anlagenbau",0.2315
13,31581,"Eleonore Hinz GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.1581
13,32795,"Namika Seelig GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.118
13,33374,"Haylee Schöner GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.4911
13,30763,"Amarachi Merk GmbH & Co. KG","4 Maschinen- / Anlagenbau",-4.4847
13,32143,"Seyma Tausch GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.0661
13,32486,"Delhin Finger GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.026
13,32487,"Hafize Seelig GmbH","4 Maschinen- / Anlagenbau",0.0337
13,34830,"Gina Nebel AG","4 Maschinen- / Anlagenbau",-0.034
13,35807,"Lucrezia Baldauf GmbH","4 Maschinen- / Anlagenbau",0.3652
13,35948,"Mustafova Kugel AG","4 Maschinen- / Anlagenbau",0.3065
13,27808,"Amea Rahm GmbH & Co. KG","4 Maschinen- / Anlagenbau",-0.285
13,28566,"Malika Schlemmer AG","4 Maschinen- / Anlagenbau",-0.4852
13,29680,"Madita Kuhnert GmbH","4 Maschinen- / Anlagenbau",-0.2804
13,29765,"Diệu Rößler GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.6961
13,26985,"Asli Falke AG","4 Maschinen- / Anlagenbau",-0.2739
13,29267,"Lillian Kögler GmbH","4 Maschinen- / Anlagenbau",-0.2447
13,30176,"Joana Höppner GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.2522
13,60951,"Jade Schipper AG","4 Maschinen- / Anlagenbau",-0.074
13,62801,"Veronique Cramer GmbH","4 Maschinen- / Anlagenbau",-0.1072
13,63403,"Yasina Reisinger GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.1108
13,63405,"Milenova Wegmann AG","4 Maschinen- / Anlagenbau",0.0482
13,63591,"Nasara Oehme GmbH","4 Maschinen- / Anlagenbau",1.1988
13,63593,"Nanda Klasen AG","4 Maschinen- / Anlagenbau",1.1479
13,63595,"Lidija Reese AG","4 Maschinen- / Anlagenbau",0.6589
13,63596,"Noémi Stiefel GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.3009
13,63603,"Donatella Sippel GmbH","4 Maschinen- / Anlagenbau",0.139
13,63606,"Ecem Kunert GmbH","4 Maschinen- / Anlagenbau",1.221
13,63609,"Manisa Mühlberger GmbH","4 Maschinen- / Anlagenbau",0.5541
13,63993,"Leah Schäffer AG","4 Maschinen- / Anlagenbau",0.1429
13,36346,"Evin Baumgarten GmbH","4 Maschinen- / Anlagenbau",0.215
13,37936,"Mona Stenger GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.188
13,35696,"Lillyan Nies GmbH","4 Maschinen- / Anlagenbau",0.3576
13,37003,"Leya Diefenbach GmbH & Co. KG","4 Maschinen- / Anlagenbau",-0.3577
13,37011,"Vitalija Kloth GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.1172
13,36201,"Elide Jakobi GmbH","4 Maschinen- / Anlagenbau",0.0511
13,36206,"Joana Mühle AG","4 Maschinen- / Anlagenbau",0.17
13,38719,"Lou-Ann Jörg GmbH","4 Maschinen- / Anlagenbau",0.1219
13,43083,"Issraa Knapp AG","4 Maschinen- / Anlagenbau",0.5631
13,40315,"Adina Eitel GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.2013
13,40758,"Selene Pauls AG","4 Maschinen- / Anlagenbau",0.2086
13,41869,"Joia Golz GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.3082
13,45792,"Alâ Forster GmbH","4 Maschinen- / Anlagenbau",0.0771
13,46276,"Melek Schülke GmbH","4 Maschinen- / Anlagenbau",0.412
13,46291,"Tauriel Lücke AG","4 Maschinen- / Anlagenbau",0.2592
13,46292,"Firdevs Meurer AG","4 Maschinen- / Anlagenbau",0.0788
13,47004,"Malak Stangl GmbH & Co. KG","4 Maschinen- / Anlagenbau",-0.011
13,40184,"Ute Pieper GmbH","4 Maschinen- / Anlagenbau",0.061
13,42949,"Ailin Winkler GmbH","4 Maschinen- / Anlagenbau",0.0738
13,43000,"Josephine Starke GmbH","4 Maschinen- / Anlagenbau",0.9689
13,43814,"Mercy Schuh GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.0863
13,39074,"Cassiopeia Kreuzer GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.0347
13,39075,"Caterina Rösner AG","4 Maschinen- / Anlagenbau",1.9505
13,41809,"Hiranur Singer GmbH & Co. KG","4 Maschinen- / Anlagenbau",-0.1448
13,41846,"Marlén Krauss GmbH & Co. KG","4 Maschinen- / Anlagenbau",0.2772
13,41847,"Anastasiya Busch GmbH","4 Maschinen- / Anlagenbau",0.0229
13,43378,"Miriam Stegmann AG","4 Maschinen- / Anlagenbau",0.54
13,45026,"Mahya Mathes GmbH","4 Maschinen- / Anlagenbau",7.82
13,45351,"Ilef Ruhland AG","4 Maschinen- / Anlagenbau",0.6676
13,45524,"Omobolale Scheu AG","4 Maschinen- / Anlagenbau",0.8778
